,Job Profile,Company,AvgSalary,MinSalary,MaxSalary,MinExperience,MaxExperience
360,Senior Engineer,conneqt-business-solutions,1153538,4.5,17.5,4.0,16.0
361,Senior Solution Integrator,conneqt-business-solutions,1497003,5.3,22.0,4.0,15.0
362,Network Engineer,conneqt-business-solutions,603939,1.6,12.0,0.0,12.0
363,Solution Architect,conneqt-business-solutions,2425466,8.0,38.2,8.0,19.0
364,Solution Integrator,conneqt-business-solutions,833185,2.0,16.0,1.0,9.0
365,Assistant Engineer,conneqt-business-solutions,432178,2.4,6.2,0.0,6.0
366,Integration Engineer,conneqt-business-solutions,641762,2.8,13.2,0.0,10.0
367,Software Engineer,conneqt-business-solutions,839093,2.4,16.1,1.0,7.0
368,Senior Software Engineer,conneqt-business-solutions,1528780,5.5,29.0,4.0,11.0
369,Associate Engineer,conneqt-business-solutions,501889,1.9,6.6,0.0,7.0
370,Software Engineer,bajaj-finserv,672243,2.0,15.0,0.0,7.0
371,Senior Software Engineer,bajaj-finserv,1246293,3.3070448732852826,12.01799581492676,2.0,10.0
372,Associate Software Engineer,bajaj-finserv,382721,1.8,6.0,0.0,4.0
373,Transaction Processing Officer,bajaj-finserv,252778,1.0,4.1,0.0,5.0
374,Module Lead,bajaj-finserv,1772224,5.5,30.0,5.0,13.0
375,Software Developer,bajaj-finserv,738977,2.3,18.5,0.0,7.0
376,Softwaretest Engineer,bajaj-finserv,440480,1.8,11.5,0.0,5.0
377,Senior Transaction Processing Officer,bajaj-finserv,299824,1.5,5.5,1.0,8.0
378,Delivery Module Lead,bajaj-finserv,1719033,6.4,31.0,5.0,14.0
379,Project Lead,bajaj-finserv,1945882,8.1,32.0,8.0,18.0
380,Senior Associate,hinduja-global-solutions,1607092,3.5,37.0,0.0,11.0
381,Senior Consultant,hinduja-global-solutions,1912348,5.4,40.0,3.0,12.0
382,Associate2,hinduja-global-solutions,936335,2.7,15.0,0.0,7.0
383,Senior Associate 2,hinduja-global-solutions,2003402,5.4,35.0,2.0,12.0
384,Senior Analyst,hinduja-global-solutions,650017,2.7,11.1,0.0,9.0
385,Associate Director,hinduja-global-solutions,3899339,15.5,60.0,7.0,20.0
386,Tax Associate,hinduja-global-solutions,647994,2.1,9.0,0.0,3.0
387,Associate Consultant,hinduja-global-solutions,1020042,4.0,22.0,0.0,8.0
388,Principal Consultant,hinduja-global-solutions,2525303,10.4,40.0,7.0,14.0
389,Analyst,hinduja-global-solutions,514533,1.8,10.0,0.0,5.0
390,Business Development Manager,ienergizer,327159,1.5,4.8,0.0,10.0
391,Corporate Agency Manager,ienergizer,349643,1.5,5.1,0.0,9.0
392,Sales Development Manager,ienergizer,279313,1.1,4.4,0.0,7.0
393,Senior Corporate Agency Manager,ienergizer,436302,2.8,6.1,0.0,10.0
394,Manager- Corporate Sales,ienergizer,810874,3.0,12.0,3.0,16.0
395,Bancassurance Manager,ienergizer,538702,2.0,6.7,0.0,12.0
396,Assistant Sales Manager,ienergizer,402375,2.4,5.4,0.0,11.0
397,Corporate Manager,ienergizer,729762,2.6,11.5,3.0,15.0
398,Sales Manager,ienergizer,411895,1.1,7.0,0.0,10.0
399,Senior Associate,ienergizer,312680,1.0,5.0,0.0,8.0
400,Deputy Manager,hsbc-group,561982,2.2,9.4,0.0,13.0
401,Senior Officer,hsbc-group,325855,1.7,5.0,0.0,7.0
402,Assistant Vice President,hsbc-group,1585345,8.0,27.0,4.0,20.0
403,Relationship Manager,hsbc-group,683746,2.0,19.0,0.0,12.0
404,Branch Manager,hsbc-group,1249959,4.3,26.0,7.0,18.0
405,Officer,hsbc-group,275656,1.2,4.3,1.0,6.0
406,Sales Executive,hsbc-group,249451,1.0,4.4,0.0,7.0
407,Sales Officer,hsbc-group,294512,3.3070448732852826,12.01799581492676,0.0,8.0
408,Senior Vice President,hsbc-group,3028264,17.6,43.0,10.0,22.0
409,Sales Manager,hsbc-group,705279,2.3,14.5,1.0,14.0
410,Direct Sales Representative,startek,311558,1.5,5.3,0.0,7.0
411,Teritory Sales Officer,startek,843137,2.4,15.0,0.0,8.0
412,Sales Executive,startek,554037,1.1,14.5,0.0,9.0
413,Sales Officer,startek,502712,1.5,15.0,0.0,7.0
414,Color Consultant,startek,286562,1.0,4.8,0.0,7.0
415,ECA,startek,280663,1.2,4.3,0.0,4.0
416,Territory Sales Executive,startek,887963,2.0,16.0,0.0,8.0
417,Team Lead,startek,436228,2.1,6.3,0.0,10.0
418,Production Officer,startek,663218,3.4,8.0,1.0,9.0
419,Sales Associate,startek,329514,2.0,5.7,0.0,5.0
420,Deputy Manager,ericsson,1155443,4.5,16.5,3.0,18.0
421,Area Business Manager,ericsson,813120,4.0,11.0,5.0,16.0
422,Therapy Manager,ericsson,467159,2.0,6.7,0.0,10.0
423,Territory Manager,ericsson,464166,1.5,7.6,1.0,11.0
424,Medical Representative,ericsson,421699,1.1,7.0,0.0,10.0
425,Regional Business Manager,ericsson,1316813,7.0,17.0,10.0,19.0
426,Scientific Business Manager,ericsson,762283,4.0,11.0,5.0,14.0
427,Production Officer,ericsson,299554,1.0,6.1,0.0,5.0
428,Trainee,ericsson,188400,3.3070448732852826,12.01799581492676,0.0,2.0
429,Maintenance Engineer,ericsson,290752,1.5,5.0,1.0,6.0
430,Senior Associate,mphasis,425387,1.6,8.0,0.0,11.0
431,Customer Service Associate,mphasis,289281,3.3070448732852826,12.01799581492676,0.0,7.0
432,Process Associate,mphasis,299444,1.0,4.8,0.0,6.0
433,Customer Service Executive,mphasis,315820,1.2,5.4,0.0,6.0
434,Senior Consultant,mphasis,395241,1.0,9.0,3.0,8.0
435,Team Lead,mphasis,518416,1.8,11.8,2.0,12.0
436,CS Internet Associate,mphasis,280963,3.3070448732852826,12.01799581492676,0.0,5.0
437,Customer Support Executive,mphasis,293729,1.0,4.2,0.0,5.0
438,Technical Support Engineer,mphasis,363998,3.3070448732852826,12.01799581492676,0.0,6.0
439,Associate Technical Consultant,mphasis,303730,1.1,4.5,0.0,7.0
440,Software Engineer,pwc,620763,2.5,12.0,1.0,6.0
441,Senior Associate,pwc,457602,1.3,8.2,0.0,8.0
442,Software Developer,pwc,661691,2.4,14.5,1.0,6.0
443,Software Development Analyst,pwc,745796,3.2,11.5,2.0,7.0
444,Senior Software Engineer,pwc,1184931,3.0,20.8,3.0,10.0
445,Software Development Senior Analyst,pwc,1038194,4.0,15.5,3.0,10.0
446,Software Development Specialist,pwc,1352131,6.3,19.5,3.0,11.0
447,Network Engineer,pwc,578740,2.0,13.0,2.0,8.0
448,Softwaretest Engineer,pwc,500774,2.5,9.3,1.0,5.0
449,Team Lead,pwc,865847,3.0,21.0,4.0,11.0
450,Senior Officer,hdfc-life,229502,3.3070448732852826,12.01799581492676,0.0,6.0
451,Business Development Executive,hdfc-life,274759,1.2,4.0,0.0,6.0
452,Relationship Manager,hdfc-life,361687,1.5,6.4,0.0,10.0
453,Area Head,hdfc-life,443839,1.6,10.2,3.0,12.0
454,Brach Operation Manager,hdfc-life,413450,1.8,9.1,2.0,11.0
455,Collections Executive,hdfc-life,231887,1.0,4.0,0.0,6.0
456,Branch Manager,hdfc-life,867303,3.4,18.0,6.0,18.0
457,Area Collection Manager,hdfc-life,344339,1.0,5.6,3.0,10.0
458,Collection Officer,hdfc-life,236752,1.1,3.6,0.0,5.0
459,Customer Relationship Manager,hdfc-life,234035,1.2,4.1,0.0,6.0
460,Financial Service Consultant,yes-bank,297029,1.2,4.3,0.0,6.0
461,Unit Manager,yes-bank,283332,1.0,4.2,0.0,7.0
462,Associate Financial Service Manager,yes-bank,314276,1.8,4.2,0.0,7.0
463,Sales Manager,yes-bank,648289,2.8,10.2,0.0,12.0
464,Senior Financial Service Manager,yes-bank,377062,2.0,5.0,1.0,9.0
465,Business Trainee,yes-bank,463595,3.3070448732852826,12.01799581492676,0.0,2.0
466,Associate Key Relationship Manager,yes-bank,486710,3.3,6.8,1.0,10.0
467,Key Relationship Manager,yes-bank,489389,4.0,6.5,0.0,8.0
468,Financial Service Manager,yes-bank,324208,1.8,4.3,0.0,7.0
469,Area Manager,yes-bank,921208,5.2,12.5,3.0,16.0
470,Senior Associate,dr.-reddy's,369578,3.3070448732852826,12.01799581492676,0.0,10.0
471,Lead Assistant Manager,dr.-reddy's,1340226,5.0,26.0,1.0,15.0
472,Business Analyst,dr.-reddy's,815652,3.0,21.0,0.0,7.0
473,Senior Business Analyst,dr.-reddy's,990105,4.5,16.5,1.0,7.0
474,Process Associate,dr.-reddy's,278065,1.0,4.8,0.0,5.0
475,Senior Consultant,dr.-reddy's,2210424,9.8,31.0,2.0,11.0
476,Back Office Executive,dr.-reddy's,232853,1.2,3.7,0.0,6.0
477,Customer Care Executive,dr.-reddy's,250870,1.1,5.2,1.0,7.0
478,SME,dr.-reddy's,458869,2.0,6.1,4.0,12.0
479,Analyst,dr.-reddy's,389529,1.0,8.0,0.0,6.0
480,Associate Consultant,asian-paints,991000,2.0,18.6,0.0,8.0
481,Analyst,asian-paints,463695,3.3070448732852826,12.01799581492676,0.0,7.0
482,Senior Analyst,asian-paints,697482,2.5,16.5,0.0,9.0
483,Senior Consultant,asian-paints,1836440,4.0,40.0,1.0,12.0
484,Audit Associate,asian-paints,546303,2.0,9.5,0.0,5.0
485,Senior Associate,asian-paints,1268591,2.6,26.0,0.0,10.0
486,Associate Director,asian-paints,4011769,20.0,58.0,7.0,21.0
487,Associate2,asian-paints,890145,3.6,13.0,0.0,5.0
488,Team Lead,asian-paints,1109639,4.5,18.0,4.0,11.0
489,Audit Executive,asian-paints,837282,3.8,11.5,0.0,4.0
490,Software Engineer,cipla-pharmaceutical,508328,1.9,10.9,0.0,6.0
491,Technical Lead,cipla-pharmaceutical,1392080,3.9,40.0,3.0,13.0
492,Lead Engineer,cipla-pharmaceutical,802094,2.3,18.4,0.0,11.0
493,Senior Software Engineer,cipla-pharmaceutical,909087,2.2,25.0,0.0,9.0
494,Senior Analyst,cipla-pharmaceutical,499665,1.7,11.5,0.0,9.0
495,Analyst,cipla-pharmaceutical,399179,1.2,11.5,0.0,6.0
496,Technical Specialist,cipla-pharmaceutical,1369139,4.4,35.0,3.0,16.0
497,Senior Technical Lead,cipla-pharmaceutical,1864227,5.0,34.1,6.0,16.0
498,Senior Specialist,cipla-pharmaceutical,931695,2.5,23.0,2.0,13.0
499,Associate Consultant,cipla-pharmaceutical,1687668,1.2,34.0,5.0,19.0
500,Business Development Executive,sutherland-global-services,328214,1.1,5.7,0.0,12.0
501,Team Lead,sutherland-global-services,422391,1.8,7.4,2.0,12.0
502,Operations Executive,sutherland-global-services,290467,1.0,5.0,1.0,6.0
503,MIS Executive,sutherland-global-services,347071,1.5,5.5,0.0,6.0
504,Sales Executive,sutherland-global-services,318530,1.2,5.0,1.0,8.0
505,Business Development Manager,sutherland-global-services,462936,1.9,8.2,4.0,10.0
506,Sales Officer,sutherland-global-services,442825,1.7,6.6,3.0,12.0
507,Shift Incharge,sutherland-global-services,408460,2.4,6.2,2.0,9.0
508,Collections Executive,sutherland-global-services,269611,1.2,4.1,1.0,9.0
509,HUB Manager,sutherland-global-services,536806,2.0,12.2,3.0,15.0
510,Senior Engineer,ntt-data,875315,4.9,13.3,4.0,16.0
511,Sales Executive,ntt-data,349081,1.5,5.5,0.0,9.0
512,Assistant Officer,ntt-data,597913,3.0,9.0,0.0,15.0
513,Officer,ntt-data,742451,2.7,11.6,1.0,17.0
514,Senior Officer,ntt-data,839327,5.0,12.1,2.0,14.0
515,Territory Sales Executive,ntt-data,656150,3.0,10.5,1.0,12.0
516,Channel Relationship Manager,ntt-data,849523,5.0,12.0,2.0,15.0
517,Assistant Engineer,ntt-data,580407,2.2,8.8,3.0,12.0
518,Junior Officer,ntt-data,533251,2.1,8.7,1.0,15.0
519,Technical Executive,ntt-data,375356,1.2,6.0,0.0,6.0
520,Officer,jana-small-finance-bank,487694,1.5,8.4,1.0,11.0
521,Research Associate,jana-small-finance-bank,526610,2.9,8.7,1.0,9.0
522,Marketing Executive,jana-small-finance-bank,443621,2.2,7.0,0.0,10.0
523,Production Officer,jana-small-finance-bank,420811,1.9,7.6,1.0,9.0
524,Senior Officer,jana-small-finance-bank,409774,1.9,6.0,1.0,8.0
525,Junior Officer,jana-small-finance-bank,402788,2.0,7.1,1.0,9.0
526,Executive Production,jana-small-finance-bank,699078,2.9,11.5,4.0,16.0
527,Medical Representative,jana-small-finance-bank,427033,1.6,7.0,0.0,10.0
528,Area Sales Manager,jana-small-finance-bank,727297,4.0,10.5,6.0,15.0
529,Associate Scientist,jana-small-finance-bank,961140,5.5,13.0,6.0,14.0
530,Deputy Manager,icici-prudential-life-insurance,497039,1.9,7.4,0.0,11.0
531,Relationship Officer,icici-prudential-life-insurance,265171,3.3070448732852826,12.01799581492676,0.0,8.0
532,Assistant Branch Head,icici-prudential-life-insurance,760482,3.2,12.8,4.0,15.0
533,Branch Head,icici-prudential-life-insurance,1249040,4.0,20.3,8.0,20.0
534,Branch Manager,icici-prudential-life-insurance,960643,3.3070448732852826,12.01799581492676,5.0,18.0
535,Customer Relation Officer,icici-prudential-life-insurance,380395,1.6,5.7,0.0,7.0
536,Senior Officer,icici-prudential-life-insurance,222554,1.0,3.5,0.0,7.0
537,Branch Sales Executive,icici-prudential-life-insurance,214376,1.1,3.5,0.0,5.0
538,Branch Sales Manager,icici-prudential-life-insurance,707991,3.0,11.0,5.0,14.0
539,Customer Relationship Officer,icici-prudential-life-insurance,411469,1.4,6.0,0.0,8.0
540,Team Lead,exl-service,591829,1.5,10.3,0.0,13.0
541,Sales Executive,exl-service,296150,3.3070448732852826,12.01799581492676,0.0,10.0
542,Field Sales Executive,exl-service,261465,3.3070448732852826,12.01799581492676,0.0,9.0
543,Software Engineer,exl-service,1394845,2.2,36.0,0.0,4.0
544,Senior Associate,exl-service,490009,1.8,9.0,0.0,9.0
545,Senior Software Engineer,exl-service,2140289,1.0,38.0,2.0,7.0
546,Key Account Manager,exl-service,662890,2.0,18.0,0.0,10.0
547,Junior Manager,exl-service,772632,4.0,13.0,2.0,12.0
548,Area Sales Manager,exl-service,1143091,3.1,18.0,5.0,15.0
549,FSE,exl-service,268373,1.0,6.0,0.0,6.0
550,Sales Executive,kpmg,257773,3.3070448732852826,12.01799581492676,0.0,8.0
551,Sales Officer,kpmg,256624,3.3070448732852826,12.01799581492676,0.0,9.0
552,Sales Manager,kpmg,497046,1.3,9.0,0.0,10.0
553,Collections Manager,kpmg,432272,3.3070448732852826,12.01799581492676,0.0,10.0
554,Area Sales Manager,kpmg,890157,2.1,15.0,4.0,12.0
555,Assistant Sales Manager,kpmg,383763,1.5,5.5,0.0,7.0
556,Credit Manager,kpmg,524402,2.0,8.0,1.0,9.0
557,Finance Executive,kpmg,235796,3.3070448732852826,12.01799581492676,0.0,7.0
558,Collections Executive,kpmg,201007,3.3070448732852826,12.01799581492676,0.0,6.0
559,Assistant Manager Collections,kpmg,398052,1.6,6.2,1.0,8.0
560,Area Executive,hcl-group,895678,3.4,14.5,0.0,13.0
561,Sales Officer,hcl-group,483601,2.0,8.5,0.0,7.0
562,Area Sales Executive,hcl-group,858543,3.5,13.4,0.0,11.0
563,Finance Executive,hcl-group,779941,2.0,14.5,2.0,15.0
564,Manufacturing Executive,hcl-group,683440,3.2,11.0,0.0,10.0
565,Sales Executive,hcl-group,285530,1.0,9.1,0.0,8.0
566,Area Manager,hcl-group,1439530,8.0,20.0,1.0,15.0
567,Operator,hcl-group,223080,1.0,5.0,0.0,7.0
568,Area Sales Manager,hcl-group,1519790,4.7,20.0,0.0,16.0
569,Machine Operator,hcl-group,180913,3.3070448732852826,12.01799581492676,0.0,6.0
570,Executive Army,udaan,571520,3.3070448732852826,12.01799581492676,16.0,26.0
571,Colonel,udaan,3191084,1.0,94.0,23.0,33.0
572,Army,udaan,576190,3.3070448732852826,12.01799581492676,15.0,26.0
573,Junior Commisioned Officer,udaan,715852,3.3070448732852826,12.01799581492676,20.0,31.0
574,Army Officer,udaan,2195807,3.3070448732852826,12.01799581492676,10.0,31.0
575,Havaldar,udaan,614668,3.3070448732852826,12.01799581492676,15.0,24.0
576,Executive Havildar,udaan,526036,3.3070448732852826,12.01799581492676,15.0,19.0
577,Major,udaan,2271792,1.0,40.0,9.0,15.0
578,Defence,udaan,683627,3.3070448732852826,12.01799581492676,10.0,28.0
579,Indian Army Soldier,udaan,636097,3.3070448732852826,12.01799581492676,6.0,30.0
580,Deputy Manager,ultratech-cement,537687,2.6,8.2,1.0,12.0
581,Sales Officer,ultratech-cement,241639,1.1,4.6,0.0,7.0
582,Relationship Officer,ultratech-cement,362189,3.3070448732852826,12.01799581492676,0.0,8.0
583,Banking Officer,ultratech-cement,330791,1.5,5.3,0.0,6.0
584,Credit Manager,ultratech-cement,542165,1.8,10.0,0.0,10.0
585,Relationship Manager,ultratech-cement,555460,3.3070448732852826,12.01799581492676,0.0,10.0
586,Branch Manager,ultratech-cement,1037846,2.9,25.5,5.0,17.0
587,Business Manager,ultratech-cement,486459,2.3,8.6,4.0,12.0
588,Senior Sales Officer,ultratech-cement,301456,1.5,4.5,1.0,8.0
589,Sales Executive,ultratech-cement,250821,3.3070448732852826,12.01799581492676,0.0,7.0
590,Senior Software Engineer,lupin,875880,3.3,20.5,1.0,7.0
591,Module Lead,lupin,1422041,4.5,24.6,3.0,10.0
592,Software Engineer,lupin,552056,2.5,10.1,0.0,6.0
593,Technical Lead,lupin,1906450,6.3,34.0,5.0,14.0
594,Senior Engineer,lupin,758695,3.1,13.4,2.0,8.0
595,Senior Test Engineer,lupin,789912,3.0,13.5,2.0,7.0
596,Specialist Testing,lupin,1169676,5.0,17.5,4.0,11.0
597,Technical Specialist,lupin,1206196,4.5,26.0,3.0,11.0
598,Softwaretest Engineer,lupin,485886,2.4,8.0,1.0,5.0
599,Software Developer,lupin,520457,1.9,9.5,0.0,5.0
600,Team Lead,bandhan-bank,975800,3.6,17.0,1.0,14.0
601,Analyst,bandhan-bank,1187273,2.5,32.0,0.0,10.0
602,Operations Analyst,bandhan-bank,626112,2.4,10.5,0.0,9.0
603,Associate Vice President,bandhan-bank,2807648,11.7,42.5,6.0,18.0
604,Software Engineer,bandhan-bank,1996247,3.5,34.0,0.0,12.0
605,Senior Associate,bandhan-bank,2822485,4.0,46.0,6.0,18.0
606,Assistant Vice President,bandhan-bank,2741789,11.6,42.0,6.0,19.0
607,Senior Analyst,bandhan-bank,1015151,1.0,26.0,2.0,10.0
608,Senior Team Member,bandhan-bank,617632,2.3,10.1,1.0,9.0
609,Financial Analyst,bandhan-bank,1146201,1.8,20.2,0.0,8.0
610,Teritory Sales Officer,paytm,902730,5.0,12.0,0.0,15.0
611,Sales Executive,paytm,412696,3.3070448732852826,12.01799581492676,0.0,14.0
612,Marketing Executive,paytm,265075,3.3070448732852826,12.01799581492676,0.0,15.0
613,Sales Officer,paytm,472085,1.0,12.0,0.0,12.0
614,Key Accounts Executive,paytm,1169631,7.5,15.3,1.0,16.0
615,Team Lead,paytm,325600,1.1,5.5,1.0,10.0
616,Area Sales Manager,paytm,1440968,3.3070448732852826,12.01799581492676,5.0,21.0
617,Rural Sales Promoter,paytm,222645,1.2,4.0,1.0,7.0
618,Executive Production,paytm,966551,6.4,12.0,1.0,10.0
619,Area Sales Executive,paytm,1143379,2.3,16.5,5.0,14.0
620,Senior Software Engineer,bajaj-finance,1480806,4.8,27.0,3.0,12.0
621,Software Engineer,bajaj-finance,889832,3.0,18.5,1.0,8.0
622,Team Member,bajaj-finance,333431,1.0,5.5,0.0,7.0
623,Lead Engineer,bajaj-finance,1339335,6.0,20.0,3.0,10.0
624,Senior Business Analyst,bajaj-finance,1775826,4.6,30.0,5.0,15.0
625,Senior Leader Engineer,bajaj-finance,1995075,8.0,28.8,6.0,13.0
626,Business Analyst,bajaj-finance,1178355,3.3,25.5,1.0,12.0
627,Senior Analyst,bajaj-finance,767262,3.0,18.0,2.0,10.0
628,Technical Lead,bajaj-finance,1860543,9.6,26.2,9.0,14.0
629,Softwaretest Engineer,bajaj-finance,656448,2.8,14.0,1.0,6.0
630,Sales Officer,l&t-infotech,285780,1.6,4.2,1.0,6.0
631,Branch Manager,l&t-infotech,872152,3.3,15.0,6.0,16.0
632,Customer Relation Officer,l&t-infotech,216159,3.3070448732852826,12.01799581492676,0.0,6.0
633,Loan Officer,l&t-infotech,301821,1.6,4.5,0.0,9.0
634,Credit Officer,l&t-infotech,397159,1.8,6.0,1.0,10.0
635,Relationship Officer,l&t-infotech,316754,1.7,4.2,1.0,9.0
636,Collection Officer,l&t-infotech,285067,3.3070448732852826,12.01799581492676,0.0,8.0
637,Customer Relationship Officer,l&t-infotech,228630,1.2,3.8,0.0,6.0
638,Cluster Manager,l&t-infotech,774511,3.3,10.6,5.0,15.0
639,Cashier,l&t-infotech,330470,1.5,4.5,0.0,8.0
640,Team Lead,itc,334190,1.0,5.2,0.0,10.0
641,Team Lead Operations,itc,347114,1.8,5.0,1.0,9.0
642,Operations Executive,itc,298066,1.2,4.1,0.0,10.0
643,Senior Associate,itc,649071,2.9,11.0,1.0,10.0
644,Assistant Team Leader,itc,259223,1.5,3.5,0.0,6.0
645,Station Manager,itc,492456,2.5,8.0,1.0,10.0
646,Processing Executive,itc,261526,1.9,3.4,0.0,6.0
647,Field Executive,itc,204511,3.3070448732852826,12.01799581492676,0.0,7.0
648,Delivery Boy,itc,161611,3.3070448732852826,12.01799581492676,0.0,4.0
649,Operations Manager,itc,626311,2.5,10.0,1.0,10.0
650,Financial Analyst,indian-army,481283,2.0,9.2,0.0,8.0
651,Senior Software Engineer,indian-army,2634985,7.0,44.3,5.0,14.0
652,Senior Financial Analyst,indian-army,640920,3.3,10.0,2.0,11.0
653,Software Engineer,indian-army,1732695,3.8,37.0,2.0,12.0
654,Associate Financial Analyst,indian-army,332446,1.8,4.5,0.0,4.0
655,Technology Specialist,indian-army,1172174,6.5,19.2,4.0,11.0
656,Assistant Vice President,indian-army,3148853,13.7,48.0,7.0,17.0
657,Senior Analyst,indian-army,836696,3.6,18.0,3.0,9.0
658,Senior QA Analyst,indian-army,852089,6.1,15.5,2.0,9.0
659,Business System Consultant,indian-army,1686801,6.0,33.0,7.0,12.0
660,Relationship Officer,au-small-finance-bank,235021,3.3070448732852826,12.01799581492676,0.0,7.0
661,Sales Executive,au-small-finance-bank,236426,3.3070448732852826,12.01799581492676,0.0,8.0
662,Team Lead,au-small-finance-bank,407915,1.5,9.5,0.0,11.0
663,Associate Engineer,au-small-finance-bank,272862,1.3,5.0,0.0,8.0
664,Relationship Executive,au-small-finance-bank,233399,3.3070448732852826,12.01799581492676,0.0,6.0
665,Sales Officer,au-small-finance-bank,242338,1.0,4.5,0.0,6.0
666,MIS Executive,au-small-finance-bank,288334,1.3,4.5,0.0,9.0
667,Information Technology Recruiter,au-small-finance-bank,317993,1.5,4.8,0.0,4.0
668,Recruitment Consultant,au-small-finance-bank,324407,1.9,5.0,0.0,4.0
669,Network Engineer,au-small-finance-bank,344809,1.1,7.0,0.0,6.0
670,Sales Executive,mindtree,237383,3.3070448732852826,12.01799581492676,0.0,7.0
671,Sales Associate,mindtree,210985,3.3070448732852826,12.01799581492676,0.0,6.0
672,District Sales Manager,mindtree,322981,1.3,5.5,3.0,9.0
673,Operator,mindtree,205836,3.3070448732852826,12.01799581492676,1.0,5.0
